ID	DOCULECT	DOCULECT_ABBREVIATION	DOCULECT_FILE	GLOTTOCODE	CONCEPT	GLOSSID	VALUE	FORM	COGNACY	COG	DOCULECT_AGE	BORROWING	NOTE	COGID
1747	Zhaba	ZHA	syc	zhab1238	star	80	kji̲.51	kji̲⁵¹	2565	2565:star	20	0	Stage 2	384
1748	Tujia	TUJ	tujia	nort2732	star	80	si.1 zi.4 pu.4	si¹_zi⁴_pu⁴	4541	4541:star	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	662
1749	Sherpa	SHE	tib	sher1255	star	80	kar=mɛ.HF	karmɛHF	2565	2565:star	20	0	Solu-Khumbu Sherpa	384
1750	Bokar	BOK	tani	bori1243	star	80	ta kar	ta_kar	2565	2565:star	20	0	Stage 2	384
1751	Nishi	NIS	tani	nisi1238	star	80	takar	takar	2565	2565:star	20	0	Nisi?	384
1752	Lijiang-Naxi	LIJ	bur	lich1241	stone	81	lv.33 pa.33	lv³³_pa³³	1922	1922:stone	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	263
1753	Ninglang-Naxi	NIN	bur	naxi1245	stone	81	lv.33 mi.33	lv³³_mi³³	1922	1922:stone	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	263
1754	Jinuo	JIN	bur	youl1235	stone	81	lo.42 mɔ.33	lo⁴²_mɔ³³	1922	1922:stone	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	263
1755	Jingpo	JNP	jnp	kach1280	stone	81	n.31  luŋ.31	n³¹__luŋ³¹	1922	1922:stone	20	0	Jinghpaw	263
1756	Yeinbaw	YEI	kar	yinb1236	stone	81	lṿo.11 phɔ.55	lṿo¹¹_phɔ⁵⁵	1922	1922:stone	20	0	Yinbaw Karen	263
1757	Geker	GEK	kar	geko1235	stone	81	ləoʔ.53	ləoʔ⁵³	1922	1922:stone	20	0	Geko Karen?	263
1758	Manu	MNU	kar	manu1255	stone	81	lø̣.44.55	lø̣⁴⁴⁵⁵	1922	1922:stone	20	0	Manumanaw Karen	263
1759	W. Kayah	KYH	kar	west2409	stone	81	lɔ̣.44	lɔ̣⁴⁴	1922	1922:stone	20	0	Kayah Western	263
1760	Yintale	YIN	kar	yint1235	stone	81	ləvw.11	ləvw¹¹	1922	1922:stone	20	0	Yintale Karen	263
1761	Motuo-M	MOT	mot	dakp1242	stone	81	luŋ	luŋ	1922	1922:stone	20	0	Tawang Monpa, Dakpakha?	263
1762	Lhota	LHO	naga	loth1237	stone	81	o:lu:ŋ, o:nu:ŋ	oːluːŋ	1922	1922:stone	20	0	Naga Lotha	263
1763	Yimchunrü	YIM	naga	yimc1240	stone	81	luŋ	luŋ	1922	1922:stone	20	0	Naga Yimchungru	263
1764	Ao-Chungli	AOC	naga	chon1286	stone	81	luŋ	luŋ	1922	1922:stone	20	0	Naga Ao	263
1765	Ao-Mongsen	AOM	naga	mong1332	stone	81	aluŋ	aluŋ	1922	1922:stone	20	0	Naga Ao	263
1766	Nusu	NUS	nung	nusu1239	stone	81	lu.42	lu⁴²	1922	1922:stone	20	0	Stage 2	263
1767	Serdukpen	SER	sul	sher1257	stone	81	luŋ	luŋ	1922	1922:stone	20	0	Stage 2	263
1768	N-Qiang	QIA	syc	nort2722	stone	81	ʁlu pi	ʁlu_pi	1922	1922:stone	20	0	Stage 2	263
1769	Zhaba	ZHA	syc	zhab1238	stone	81	lŭʔ.21 kok.21	lŭʔ²¹_kok²¹	1922	1922:stone	20	0	Stage 2	263
1770	Tujia	TUJ	tujia	nort2732	stone	81	ɣa.4 pa.4	ɣa⁴_pa⁴	207	207:stone	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	296
1771	Sherpa	SHE	tib	sher1255	stone	81	do. LF	do_LF	872	872:stone	20	0	Solu-Khumbu Sherpa	766
1772	Bokar	BOK	tani	bori1243	stone	81	ɨ lɨŋ	ɨ_lɨŋ	1922	1922:stone	20	0	Stage 2	263
1773	Nishi	NIS	tani	nisi1238	stone	81	əli	əli	1922	1922:stone	20	0	Nisi?	263
1774	Lijiang-Naxi	LIJ	bur	lich1241	sun	82	ńi.33 me.33	ńi³³_me³³	581	581:sun	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	707
1775	Ninglang-Naxi	NIN	bur	naxi1245	sun	82	ńi.33 mi.33	ńi³³_mi³³	581	581:sun	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	707
1776	Jinuo	JIN	bur	youl1235	sun	82	ńə.42 ɔ.33	ńə⁴²_ɔ³³	581	581:sun	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	707
1777	Jingpo	JNP	jnp	kach1280	sun	82	tšan.33	tšan³³	1148	1148:sun	20	0	Jinghpaw	57
1778	Yeinbaw	YEI	kar	yinb1236	sun	82	lv.44  mụ.11	lv⁴⁴__mụ¹¹	112	112:sun	20	0	Yinbaw Karen	46
1779	Geker	GEK	kar	geko1235	sun	82	məɨʔ.53	məɨʔ⁵³	112	112:sun	20	0	Geko Karen?	46
1780	Manu	MNU	kar	manu1255	sun	82	lụ-mọ.44.22	lụ-mọ⁴⁴²²	112	112:sun	20	0	Manumanaw Karen	46
1781	W. Kayah	KYH	kar	west2409	sun	82	təmɔ.44̣	təmɔ⁴⁴̣	112	112:sun	20	0	Kayah Western	46
1782	Yintale	YIN	kar	yint1235	sun	82	tə.11 məv.11	tə¹¹_məv¹¹	112	112:sun	20	0	Yintale Karen	46
1783	Motuo-M	MOT	mot	dakp1242	sun	82	ŋam	ŋam	581	581:sun	20	0	Tawang Monpa, Dakpakha?	707
1784	Lhota	LHO	naga	loth1237	sun	82	eŋi	eŋi	581	581:sun	20	0	Naga Lotha	707
1785	Yimchunrü	YIM	naga	yimc1240	sun	82	ani	ani	581	581:sun	20	0	Naga Yimchungru	707
1786	Ao-Chungli	AOC	naga	chon1286	sun	82	anɨ	anɨ	581	581:sun	20	0	Naga Ao	707
1787	Ao-Mongsen	AOM	naga	mong1332	sun	82	cuŋi	cuŋi	581	581:sun	20	0	Naga Ao	707
1788	Nusu	NUS	nung	nusu1239	sun	82	ńi.35 a.55	ńi³⁵_a⁵⁵	581	581:sun	20	0	Stage 2	707
1789	Serdukpen	SER	sul	sher1257	sun	82	ni=ni	nini	581	581:sun	20	0	Stage 2	707
1790	N-Qiang	QIA	syc	nort2722	sun	82	mu=n	mun	581	581:sun	20	0	Stage 2	707
1791	Zhaba	ZHA	syc	zhab1238	sun	82	pui.51	pui⁵¹	309	309:sun	20	0	Stage 2	497
1792	Tujia	TUJ	tujia	nort2732	sun	82	lau.4 chi.4	lau⁴_chi⁴	1294	1294:sun	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	103
1793	Sherpa	SHE	tib	sher1255	sun	82	ŋyi=ma. LF	ŋyima_LF	581	581:sun	20	0	Solu-Khumbu Sherpa	707
1794	Bokar	BOK	tani	bori1243	sun	82	duŋ ńi	duŋ_ńi	581	581:sun	20	0	Stage 2	707
1795	Nishi	NIS	tani	nisi1238	sun	82	dońi	dońi	581	581:sun	20	0	Nisi?	707
1796	N-Qiang	QIA	syc	nort2722	sun	82	mu=n	mun	112	112:sun	20	0	Stage 2	46
1797	Yeinbaw	YEI	kar	yinb1236	swim	83	wạ̃.11 ʃhɨ.55	wạ̃¹¹_ʃhɨ⁵⁵	2753	2753:swim	20	0	Yinbaw Karen	464
1798	Geker	GEK	kar	geko1235	swim	83	wa.51 shɣɨ.44	wa⁵¹_shɣɨ⁴⁴	2753	2753:swim	20	0	Geko Karen?	464
1799	Manu	MNU	kar	manu1255	swim	83	kɔ.33 jɔ̣.44 ʃ	kɔ³³_jɔ̣⁴⁴_ʃ	1458	1458:swim	20	0	Manumanaw Karen	135
1800	W. Kayah	KYH	kar	west2409	swim	83	təźɛ.44 thie.3	təźɛ⁴⁴_thie³	1458	1458:swim	20	0	Kayah Western	135
1801	Yintale	YIN	kar	yint1235	swim	83	ta.11 ja.11	ta¹¹_ja¹¹	1458	1458:swim	20	0	Yintale Karen	135
1802	Lhota	LHO	naga	loth1237	swim	83	o:chhɨ hu	oːchhɨ_hu	449	449:swim	20	0	Naga Lotha	644
1803	Ao-Chungli	AOC	naga	chon1286	swim	83	awa	awa	449	449:swim	20	0	Naga Ao	644
1804	Ao-Mongsen	AOM	naga	mong1332	swim	83	acɨ-wa	acɨ-wa	449	449:swim	20	0	Naga Ao	644
1805	Serdukpen	SER	sul	sher1257	swim	83	ńuŋ-	ńuŋ	4448	4448:swim	20	0	Stage 2	625
1806	N-Qiang	QIA	syc	nort2722	swim	83	rluə	rluə	1832	1832:swim	20	0	Stage 2	242
1807	Zhaba	ZHA	syc	zhab1238	swim	83	vui.51 li.21	vui⁵¹_li²¹	1696	1696:swim	20	0	Stage 2	213
1808	Tujia	TUJ	tujia	nort2732	swim	83	chie.4 ca.1	chie⁴_ca¹	1652	1652:swim	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	196
1809	Sherpa	SHE	tib	sher1255	swim	83	cal. LF ge. LF-	cal_LF_ge_LF	2456	2456:swim	20	0	Solu-Khumbu Sherpa	355
1810	Bokar	BOK	tani	bori1243	swim	83	byoŋ	byoŋ	272	272:swim	20	0	Stage 2	445
1811	Nishi	NIS	tani	nisi1238	swim	83	ʒa	ʒa	1652	1652:swim	20	0	Nisi?	196
1812	Lijiang-Naxi	LIJ	bur	lich1241	tail	84	[tɨ.55] ńi.44	_ńi⁴⁴	138	138:tail	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	123
1813	Ninglang-Naxi	NIN	bur	naxi1245	tail	84	mhui.31 pɔ.55 E	mhui³¹_pɔ⁵⁵_E	138	138:tail	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	123
1814	Jinuo	JIN	bur	youl1235	tail	84	ńi.31 ćhõ.5	ńi³¹_ćhõ⁵	138	138:tail	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	123
1815	Jingpo	JNP	jnp	kach1280	tail	84	ašō=mhi	ašōmhi	138	138:tail	20	0	Jinghpaw	123
1816	Yeinbaw	YEI	kar	yinb1236	tail	84	kɔ.11 mẹ.33.22	kɔ¹¹_mẹ³³²²	138	138:tail	20	0	Yinbaw Karen	123
1817	Geker	GEK	kar	geko1235	tail	84	kau.11 mi.11	kau¹¹_mi¹¹	138	138:tail	20	0	Geko Karen?	123
1818	Manu	MNU	kar	manu1255	tail	84	ʔəmɛ.22 ko.44	ʔəmɛ²²_ko⁴⁴	138	138:tail	20	0	Manumanaw Karen	123
1819	W. Kayah	KYH	kar	west2409	tail	84	me.31	me³¹	138	138:tail	20	0	Kayah Western	123
1820	Yintale	YIN	kar	yint1235	tail	84	ʔəmɛ̃.22	ʔəmɛ̃²²	138	138:tail	20	0	Yintale Karen	123
1821	Motuo-M	MOT	mot	dakp1242	tail	84	mer. L	mer_L	138	138:tail	20	0	Tawang Monpa, Dakpakha?	123
1822	Yimchunrü	YIM	naga	yimc1240	tail	84	imi	imi	138	138:tail	20	0	Naga Yimchungru	123
1823	Ao-Chungli	AOC	naga	chon1286	tail	84	kume	kume	138	138:tail	20	0	Naga Ao	123
1824	Nusu	NUS	nung	nusu1239	tail	84	mi.55 ćɔʔ.55	mi⁵⁵_ćɔʔ⁵⁵	138	138:tail	20	0	Stage 2	123
1825	Serdukpen	SER	sul	sher1257	tail	84	rŋa ma	rŋa_ma	4190	4190:tail	20	0	Stage 2	557
1826	N-Qiang	QIA	syc	nort2722	tail	84	mâ.13 łiɛ.55	mâ¹³_łiɛ⁵⁵	138	138:tail	20	0	Stage 2	123
1827	Zhaba	ZHA	syc	zhab1238	tail	84	ʃă.35 mi.31	ʃă³⁵_mi³¹	138	138:tail	20	0	Stage 2	123
1828	Tujia	TUJ	tujia	nort2732	tail	84	pöncĕniŋ	pöncĕniŋ	4542	4542:tail	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	663
1829	Sherpa	SHE	tib	sher1255	tail	84	mi:lu.B	miːluB	138	138:tail	20	0	Solu-Khumbu Sherpa	123
1830	Bokar	BOK	tani	bori1243	tail	84	ńi=byoŋ	ńibyoŋ	138	138:tail	20	0	Stage 2	123
1831	Nishi	NIS	tani	nisi1238	tail	84	irim	irim	138	138:tail	20	0	Nisi?	123
1832	Lijiang-Naxi	LIJ	bur	lich1241	that	85	thɨ.33	thɨ³³	866	866:that	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	763
1833	Ninglang-Naxi	NIN	bur	naxi1245	that	85	thv.33	thv³³	866	866:that	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	763
1834	Jinuo	JIN	bur	youl1235	that	85	khə.55	khə⁵⁵	2181	2181:that	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	311
1835	Jingpo	JNP	jnp	kach1280	that	85	wo.33 ʒa.31	wo³³_ʒa³¹	2756	2756:that	20	0	Jinghpaw	467
1836	Yeinbaw	YEI	kar	yinb1236	that	85	təʔo.44	təʔo⁴⁴	2755	2755:that	20	0	Yinbaw Karen	466
1837	Geker	GEK	kar	geko1235	that	85	ʔu.44 lɔ.33	ʔu⁴⁴_lɔ³³	2755	2755:that	20	0	Geko Karen?	466
1838	Manu	MNU	kar	manu1255	that	85	de.44 nu.11	de⁴⁴_nu¹¹	2754	2754:that	20	0	Manumanaw Karen	465
1839	W. Kayah	KYH	kar	west2409	that	85	nɨə̣.11	nɨə̣¹¹	2754	2754:that	20	0	Kayah Western	465
1840	Yintale	YIN	kar	yint1235	that	85	də.55 na.55 nɨ.	də⁵⁵_na⁵⁵_nɨ	2754	2754:that	20	0	Yintale Karen	465
1841	Motuo-M	MOT	mot	dakp1242	that	85	ʔu ńi	ʔu_ńi	2754	2754:that	20	0	Tawang Monpa, Dakpakha?	465
1842	Lhota	LHO	naga	loth1237	that	85	o:chi	oːchi	1651	1651:that	20	0	Naga Lotha	194
1843	Yimchunrü	YIM	naga	yimc1240	that	85	hu	hu	2756	2756:that	20	0	Naga Yimchungru	467
1844	Ao-Chungli	AOC	naga	chon1286	that	85	aʒi	aʒi	1651	1651:that	20	0	Naga Ao	194
1845	Ao-Mongsen	AOM	naga	mong1332	that	85	la	la	1697	1697:that	20	0	Naga Ao	215
1846	Nusu	NUS	nung	nusu1239	that	85	ćho.55	ćho⁵⁵	1651	1651:that	20	0	Stage 2	194
1847	Serdukpen	SER	sul	sher1257	that	85	th=uai	thuai	2756	2756:that	20	0	Stage 2	467
1848	N-Qiang	QIA	syc	nort2722	that	85	tha:	thaː	866	866:that	20	0	Stage 2	763
1849	Zhaba	ZHA	syc	zhab1238	that	85	xje.54	xje⁵⁴	2181	2181:that	20	0	Stage 2	311
1850	Tujia	TUJ	tujia	nort2732	that	85	ai.1	ai¹	2755	2755:that	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	466
1851	Sherpa	SHE	tib	sher1255	that	85	t-i. LR	t-i_LR	4015	4015:that	20	0	Solu-Khumbu Sherpa	522
1852	Bokar	BOK	tani	bori1243	that	85	a:	aː	2755	2755:that	20	0	Stage 2	466
1853	Nishi	NIS	tani	nisi1238	that	85	alo-ə	alo-ə	1697	1697:that	20	0	Nisi?	215
1854	Manu	MNU	kar	manu1255	that	85	de.44 nu.11	de⁴⁴_nu¹¹	866	866:that	20	0	Manumanaw Karen	763
1855	Yintale	YIN	kar	yint1235	that	85	də.55 na.55 [nɨ	də⁵⁵_na⁵⁵_	866	866:that	20	0	Yintale Karen	763
2335	Lijiang-Naxi	LIJ	bur	lich1241	thin	107	mbe.33	mbe³³	178	178:thin	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	234
2336	Ninglang-Naxi	NIN	bur	naxi1245	thin	107	bi.33	bi³³	178	178:thin	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	234
2337	Jinuo	JIN	bur	youl1235	thin	107	pɔ.44	pɔ⁴⁴	178	178:thin	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	234
2338	Jingpo	JNP	jnp	kach1280	thin	107	pha.31	pha³¹	178	178:thin	20	0	Jinghpaw	234
2339	Yeinbaw	YEI	kar	yinb1236	thin	107	prɨ̣.44	prɨ̣⁴⁴	178	178:thin	20	0	Yinbaw Karen	234
2340	Geker	GEK	kar	geko1235	thin	107	b̄ə:.55	b̄əː⁵⁵	178	178:thin	20	0	Geko Karen?	234
2341	Manu	MNU	kar	manu1255	thin	107	kə.11 lạ.11 pi	kə¹¹_lạ¹¹_pi	178	178:thin	20	0	Manumanaw Karen	234
2342	W. Kayah	KYH	kar	west2409	thin	107	bɨ.33	bɨ³³	178	178:thin	20	0	Kayah Western	234
2343	Yintale	YIN	kar	yint1235	thin	107	buŋ.35	buŋ³⁵	178	178:thin	20	0	Yintale Karen	234
2344	Motuo-M	MOT	mot	dakp1242	thin	107	ba lu	ba_lu	178	178:thin	20	0	Tawang Monpa, Dakpakha?	234
2345	Lhota	LHO	naga	loth1237	thin	107	ep-	ep	178	178:thin	20	0	Naga Lotha	234
2346	Ao-Chungli	AOC	naga	chon1286	thin	107	apu-apu	apu-apu	178	178:thin	20	0	Naga Ao	234
2347	Ao-Mongsen	AOM	naga	mong1332	thin	107	apai	apai	178	178:thin	20	0	Naga Ao	234
2348	Nusu	NUS	nung	nusu1239	thin	107	ba.55	ba⁵⁵	178	178:thin	20	0	Stage 2	234
2349	Serdukpen	SER	sul	sher1257	thin	107	achap	achap	1499	1499:thin	20	0	Stage 2	147
2350	N-Qiang	QIA	syc	nort2722	thin	107	ʒ̣ə ci	ʒ̣ə_ci	178	178:thin	20	0	Stage 2	234
2351	Zhaba	ZHA	syc	zhab1238	thin	107	ja̲m.55	ja̲m⁵⁵	1611	1611:thin	20	0	Stage 2	185
2352	Tujia	TUJ	tujia	nort2732	thin	107	sa.4 sie.3	sa⁴_sie³	4545	4545:thin	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	666
2353	Bokar	BOK	tani	bori1243	thin	107	be ćor	be_ćor	178	178:thin	20	0	Stage 2	234
2354	Nishi	NIS	tani	nisi1238	thin	107	aniyo	aniyo	4001	4001:thin	20	0	Nisi?	518
1856	Lijiang-Naxi	LIJ	bur	lich1241	this	86	c̣hɨ.33	c̣hɨ³³	1651	1651:this	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	195
1857	Ninglang-Naxi	NIN	bur	naxi1245	this	86	c̣hɨ.33	c̣hɨ³³	1651	1651:this	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	195
1858	Jinuo	JIN	bur	youl1235	this	86	će.33	će³³	1651	1651:this	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	195
1859	Jingpo	JNP	jnp	kach1280	this	86	n.33 tai.33	n³³_tai³³	866	866:this	20	0	Jinghpaw	764
1860	Yeinbaw	YEI	kar	yinb1236	this	86	źo.44	źo⁴⁴	1990	1990:this	20	0	Yinbaw Karen	273
1861	Geker	GEK	kar	geko1235	this	86	jəlɔ.33	jəlɔ³³	1990	1990:this	20	0	Geko Karen?	273
1862	Manu	MNU	kar	manu1255	this	86	he.44 ʔɨ.11	he⁴⁴_ʔɨ¹¹	1990	1990:this	20	0	Manumanaw Karen	273
1863	W. Kayah	KYH	kar	west2409	this	86	ie.33	ie³³	1990	1990:this	20	0	Kayah Western	273
1864	Yintale	YIN	kar	yint1235	this	86	ʔɛ.55 nɨ.11	ʔɛ⁵⁵_nɨ¹¹	1990	1990:this	20	0	Yintale Karen	273
1865	Motuo-M	MOT	mot	dakp1242	this	86	ʔu thi, ʔuhu	ʔu_thi	866	866:this	20	0	Tawang Monpa, Dakpakha?	764
1866	Lhota	LHO	naga	loth1237	this	86	ši, hi	ši	1990	1990:this	20	0	Naga Lotha	273
1867	Yimchunrü	YIM	naga	yimc1240	this	86	ha	ha	1990	1990:this	20	0	Naga Yimchungru	273
1868	Ao-Chungli	AOC	naga	chon1286	this	86	abaʒi	abaʒi	337	337:this	20	0	Naga Ao	505
1869	Ao-Mongsen	AOM	naga	mong1332	this	86	aba	aba	337	337:this	20	0	Naga Ao	505
1870	Nusu	NUS	nung	nusu1239	this	86	śi.35	śi³⁵	1557	1557:this	20	0	Stage 2	166
1871	Serdukpen	SER	sul	sher1257	this	86	th=i, th=ai	thi	1990	1990:this	20	0	Stage 2	273
1872	N-Qiang	QIA	syc	nort2722	this	86	ca:	caː	1651	1651:this	20	0	Stage 2	195
1873	Zhaba	ZHA	syc	zhab1238	this	86	xji.51	xji⁵¹	2181	2181:this	20	0	Stage 2	312
1874	Tujia	TUJ	tujia	nort2732	this	86	kai.3	kai³	2181	2181:this	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	312
1875	Sherpa	SHE	tib	sher1255	this	86	d-i. LF	d-i_LF	866	866:this	20	0	Solu-Khumbu Sherpa	764
1876	Bokar	BOK	tani	bori1243	this	86	ši:	šiː	1557	1557:this	20	0	Stage 2	166
1877	Nishi	NIS	tani	nisi1238	this	86	si	si	1557	1557:this	20	0	Nisi?	166
1878	Lijiang-Naxi	LIJ	bur	lich1241	thou	87	nɨ.31	nɨ³¹	520	520:thou	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	689
1879	Ninglang-Naxi	NIN	bur	naxi1245	thou	87	no.55	no⁵⁵	520	520:thou	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	689
1880	Jinuo	JIN	bur	youl1235	thou	87	nə.42	nə⁴²	520	520:thou	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	689
1881	Jingpo	JNP	jnp	kach1280	thou	87	naŋ.33	naŋ³³	520	520:thou	20	0	Jinghpaw	689
1882	Yeinbaw	YEI	kar	yinb1236	thou	87	nṿ̃.44.55	nṿ̃⁴⁴⁵⁵	520	520:thou	20	0	Yinbaw Karen	689
1883	Geker	GEK	kar	geko1235	thou	87	na.33	na³³	520	520:thou	20	0	Geko Karen?	689
1884	Manu	MNU	kar	manu1255	thou	87	nạ.11	nạ¹¹	520	520:thou	20	0	Manumanaw Karen	689
1885	W. Kayah	KYH	kar	west2409	thou	87	nɛ̣.11	nɛ̣¹¹	520	520:thou	20	0	Kayah Western	689
1886	Yintale	YIN	kar	yint1235	thou	87	na:.33	naː³³	520	520:thou	20	0	Yintale Karen	689
1887	Motuo-M	MOT	mot	dakp1242	thou	87	nan	nan	520	520:thou	20	0	Tawang Monpa, Dakpakha?	689
1888	Lhota	LHO	naga	loth1237	thou	87	no	no	520	520:thou	20	0	Naga Lotha	689
1889	Yimchunrü	YIM	naga	yimc1240	thou	87	nɨ	nɨ	520	520:thou	20	0	Naga Yimchungru	689
1890	Ao-Chungli	AOC	naga	chon1286	thou	87	naŋ	naŋ	520	520:thou	20	0	Naga Ao	689
1891	Ao-Mongsen	AOM	naga	mong1332	thou	87	no	no	520	520:thou	20	0	Naga Ao	689
1892	Nusu	NUS	nung	nusu1239	thou	87	ńoŋ.55	ńoŋ⁵⁵	520	520:thou	20	0	Stage 2	689
1893	Serdukpen	SER	sul	sher1257	thou	87	naŋ	naŋ	520	520:thou	20	0	Stage 2	689
1894	N-Qiang	QIA	syc	nort2722	thou	87	kuə	kuə	2454	2454:thou	20	0	Stage 2	354
1895	Zhaba	ZHA	syc	zhab1238	thou	87	naŋ.51	naŋ⁵¹	520	520:thou	20	0	Stage 2	689
1896	Tujia	TUJ	tujia	nort2732	thou	87	ńi.3	ńi³	520	520:thou	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	689
1897	Sherpa	SHE	tib	sher1255	thou	87	khyo. LR	khyo_LR	2454	2454:thou	20	0	Solu-Khumbu Sherpa	354
1898	Bokar	BOK	tani	bori1243	thou	87	no:	noː	520	520:thou	20	0	Stage 2	689
1899	Nishi	NIS	tani	nisi1238	thou	87	no	no	520	520:thou	20	0	Nisi?	689
1900	Lijiang-Naxi	LIJ	bur	lich1241	tongue	88	ći.55	ći⁵⁵	1698	1698:tongue	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	216
1901	Ninglang-Naxi	NIN	bur	naxi1245	tongue	88	ći.31 mi.13	ći³¹_mi¹³	1698	1698:tongue	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	216
1902	Jinuo	JIN	bur	youl1235	tongue	88	a.33 łɔ.44	a³³_łɔ⁴⁴	1698	1698:tongue	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	216
1903	Jingpo	JNP	jnp	kach1280	tongue	88	šiŋ.31 let.31	šiŋ³¹_let³¹	1698	1698:tongue	20	0	Jinghpaw	216
1904	Yeinbaw	YEI	kar	yinb1236	tongue	88	plẹ.11	plẹ¹¹	1698	1698:tongue	20	0	Yinbaw Karen	216
1905	Geker	GEK	kar	geko1235	tongue	88	ple:i.33	pleːi³³	1698	1698:tongue	20	0	Geko Karen?	216
1906	Manu	MNU	kar	manu1255	tongue	88	plẹ.11	plẹ¹¹	1698	1698:tongue	20	0	Manumanaw Karen	216
1907	W. Kayah	KYH	kar	west2409	tongue	88	plị.11	plị¹¹	1698	1698:tongue	20	0	Kayah Western	216
1908	Yintale	YIN	kar	yint1235	tongue	88	pli.11	pli¹¹	1698	1698:tongue	20	0	Yintale Karen	216
1909	Motuo-M	MOT	mot	dakp1242	tongue	88	le	le	1698	1698:tongue	20	0	Tawang Monpa, Dakpakha?	216
1910	Lhota	LHO	naga	loth1237	tongue	88	nni, nli	nni	1698	1698:tongue	20	0	Naga Lotha	216
1911	Yimchunrü	YIM	naga	yimc1240	tongue	88	mulo	mulo	1698	1698:tongue	20	0	Naga Yimchungru	216
1912	Ao-Chungli	AOC	naga	chon1286	tongue	88	temeli	temeli	1698	1698:tongue	20	0	Naga Ao	216
1913	Ao-Mongsen	AOM	naga	mong1332	tongue	88	tɨmeli	tɨmeli	1698	1698:tongue	20	0	Naga Ao	216
1914	Serdukpen	SER	sul	sher1257	tongue	88	la=phõ	laphõ	1698	1698:tongue	20	0	Stage 2	216
1915	N-Qiang	QIA	syc	nort2722	tongue	88	zəq	zəq	1698	1698:tongue	20	0	Stage 2	216
1916	Zhaba	ZHA	syc	zhab1238	tongue	88	ʃo.51	ʃo⁵¹	1698	1698:tongue	20	0	Stage 2	216
1917	Tujia	TUJ	tujia	nort2732	tongue	88	ji.3 la.1	ji³_la¹	1698	1698:tongue	20	0	Northern Tujia [nort2732] & Southern Tujia [sout2739]	216
1918	Sherpa	SHE	tib	sher1255	tongue	88	celak.HF, celɛ.	celakHF	1698	1698:tongue	20	0	Solu-Khumbu Sherpa	216
1919	Bokar	BOK	tani	bori1243	tongue	88	a yo	a_yo	1698	1698:tongue	20	0	Stage 2	216
1920	Nishi	NIS	tani	nisi1238	tongue	88	ai	ai	1698	1698:tongue	20	0	Nisi?	216
1921	Lijiang-Naxi	LIJ	bur	lich1241	tooth	89	su.21	su²¹	2084	2084:tooth	20	0	Lichiang Naxi, a dialect of Naxi, Naxi glottolog code is naxi1245	297
1922	Ninglang-Naxi	NIN	bur	naxi1245	tooth	89	χɨ.33 EE	χɨ³³_EE	1407	1407:tooth	20	0	belong to western Naxi, no glottolog entry so I use naxi1245.	126
1923	Jinuo	JIN	bur	youl1235	tooth	89	ći.55	ći⁵⁵	1407	1407:tooth	20	0	(Youle Jinuo [youl1235 ] & Buyuan Jinuo [buyu1238])	126
1924	Jingpo	JNP	jnp	kach1280	tooth	89	wa.33	wa³³	2084	2084:tooth	20	0	Jinghpaw	297
