NUMBER	WORD	OCH	OCHNUM	PEK	PEKNUM	SCN	SCNNUM	BAI	BAINUM	FUZ	FUZNUM	HKK	HKKNUM	PAO	PAONUM	GEB	GEBNUM	KPQ	KPQNUM	YEI	YEINUM	PDN	PDNNUM	GEK	GEKNUM	MNU	MNUNUM	KYH	KYHNUM	YIN	YINNUM	SGO	SGONUM	KLQ	KLQNUM	PLC	PLCNUM	TUJ	TUJNUM	LEP	LEPNUM	MIJ	MIJNUM	KNQ	KNQNUM	SER	SERNUM	SUL	SULNUM	BGN	BGNNUM	WRT	WRTNUM	LHA	LHANUM	BAT	BATNUM	XIA	XIANUM	ALI	ALINUM	JIR	JIRNUM	SHE	SHENUM	CUO	CUONUM	MOT	MOTNUM	SNW	SNWNUM	KUL	KULNUM	KLN	KLNNUM	DUM	DUMNUM	LIM	LIMNUM	YAM	YAMNUM	DHI	DHINUM	TRN	TRNNUM	IDU	IDUNUM	MIL	MILNUM	PAD	PADNUM	SHA	SHANUM	APA	APANUM	GLQ	GLQNUM	HIL	HILNUM	BOK	BOKNUM	NIS	NISNUM	TGQ	TGQNUM	UBA	UBANUM	AKA	AKANUM	MJI	MJINUM	BOD	BODNUM	DIM	DIMNUM	GAR	GARNUM	RAB	RABNUM	KNN	KNNNUM	KNX	KNXNUM	PHO	PHONUM	CHA	CHANUM	YOG	YOGNUM	NOC	NOCNUM	WAN	WANNUM	JNP	JNPNUM	MNX	MNXNUM	RNQ	RNQNUM	SEM	SEMNUM	TAN	TANNUM	LHO	LHONUM	POC	POCNUM	SNQ	SNQNUM	YIM	YIMNUM	AOC	AOCNUM	AOM	AOMNUM	MAU	MAUNUM	KHE	KHENUM	CHO	CHONUM	KHN	KHNNUM	KHM	KHMNUM	MZI	MZINUM	ZEM	ZEMNUM	LIA	LIANUM	MRW	MRWNUM	KHQ	KHQNUM	KBQ	KBQNUM	MIK	MIKNUM	CHP	CHPNUM	MGX	MGXNUM	KHX	KHXNUM	LSH	LSHNUM	HKQ	HKQNUM	HMA	HMANUM	GAN	GANNUM	TID	TIDNUM	GUR	GURNUM	TMN	TMNNUM	THK	THKNUM	KAY	KAYNUM	WRB	WRBNUM	LAN	LANNUM	ZHA	ZHANUM	ACQ	ACQNUM	XID	XIDNUM	BOL	BOLNUM	LEQ	LEQNUM	LIJ	LIJNUM	NIN	NINNUM	JIN	JINNUM	ROU	ROUNUM	NUS	NUSNUM	ANO	ANONUM	RAW	RAWNUM	DUL	DULNUM	QIN	QINNUM	QIA	QIANUM	MUY	MUYNUM	PMQ	PMQNUM	PMI	PMINUM	ZHB	ZHBNUM	QUE	QUENUM	ERG	ERGNUM	DAO	DAONUM	SHI	SHINUM	NAM	NAMNUM	GUI	GUINUM	ERS	ERSNUM	LUS	LUSNUM	GAZ	GAZNUM	JIA	JIANUM
5	big	dhāt-s 大	455	dà 大	455	ta 3 大	455	to2	455	tuai 242	455	tai4	455	tan.22	455	dõʔ.53	455	dọ́	455	du.11	455	dvu.22	455	đəɨʔ.53	455	do	455	du.11	455	pha.55 du.33	455	d̄oʔ.53	455	do̲.31	455	twaʔ.53	455	chi.2	1408	če TIB	-1	kɨ.3 tai.2	870	teg'	1041	adok	1041	a.1 bua.1	2	bow	2	ćhen po	1408	ćhẽ.55 po.55	1408	ćhi.53	1408	ćhe wo	1408	ćhe	1408	ʒo. L1=da. L1	455	gerpu. LF	2043	then.55 po.53	-17	ćhi lo	1408	ṭhe:be.A	870	dema	870	ghwɛlpe. L	4370	golpɨ	4370	yəmmaʔ, -yənd-/	1453	bi:d- ; bi:-	2	barka	324	dɨ.3 rɨŋ.1	455	ka.1 ćhi.1	1408	ne-be	2	bodi	2		-666	kàye	1453	kai	1453	kai	1453	tə:pə	2	kai	1453	kai	1453	kai	1453	deu	455	do	455	dəʔr	912	gedeba	912	dal-a	912		-666	əyóŋ	1453	yoŋ=pu	1453	loŋ=pɨ	1453	yaŋ=bu	1453	aʒuŋ	1453	adoŋ	1453	choŋ	1453	kə.31 pa.31	2	achouba	4010	kego	1453	kiže	1453	kazo=ka	1453	ca:pho	256	akʒu	1453	amɨla	1785	ato	455	tulu	455	tɨbati	455	kaʒɨ	1453	kadie	870	kɨzho	1453	keža	1453	za.1	1453	kedi	870	kedibe	870	kadibu	870	di	870	kadai=ba	870	daimei	870	the	870	braw-	2694	kər=həŋ-ke	2043	gyo:h.2	1453	lian	1889	lian	1889	lien	1889	lien	1889	golʔ.3	4008	the.1-ba:.1	870	cep.3=pa	1212	tho.2-wa	870	kima	1453	kri:	2031	ɣə.35	2031	ko̲.21	2212	kẓə.31	2031	kɨ.31	2031	kɔ̲.35	2212	kji:.33	2031	ndɨ.31	455	dɨ.13	455	la.44 xə.44	2031	źi.31	2031	jri.55	2031	thɛ.33	870	thɛ	870	tai.53	870	bẓa.33	4008	bar	4008	ki.33 kɔ.53	2212	śə.55 mə.53	1408	ta.55	455	kâ.33 kâ.55	2212	qo.55 rʒi.13	4008	ćhɛ	1408	[gɛ] ćhɛ	1408	duâ.35	455	da.55 ʒ̣ɨ.33 d	455	da.33 da.33	455	ńi.55 ńi.55	4009	kɨ.53 kɨ.53	2212	ɣə.31	4008	[kə] kte	870
5	big		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	tulu	1785		0		0		0		0	kedi	870		0		0		0		0		0		0		0		0		0		0		0	hrol	4008	ŋan	2533	ropui	2693		0	lian.3	1889		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
6	bird	tīwʔ 鳥	932	niǎo 鳥	932	ć`io 12 ć`iər 11 雀雀儿	1295	vu4 co6	932	ceu33	932	diau ui3	932	wa.44	2577	thoʔ.53 pho.44	932	thọ́	932	thu.11	932	thvu.11 phɔ.44	932	thəɨ.44	932	tho.44 pa.11 ti	932	thu.11	932	thu.55 phu.55	932	thoʔ.53	932	tho.33 bɔ̲.55	932	foʔ.53 bɔ.22 ʔo	932	ńie.3 pi.1	2695	fo	2577	wa.2	2577	pyā, pyāc	389	hu	2577	pə.1 tu.1	932	hua	2577	bja	389	ćha.13	389	śü.13	389	śa	389	wśä	389	čho. L1=ǯuŋ. L1=m	389	čečum. LF	389	ća.13	389	kha	4235	ci:k=bi.B	1295	[chɔ=]wa	2577	sɔlpu. L	382	silpu	382	pu	382	soŋ=a	2577	ʒiha	2577	pia.1	389	pra.1 a.1	389		-666	pət-taŋ	508	prettaŋ	508	pɨta	508	pəta	508	pɨtta	508	pə taŋ	508	pəta	508		-666	peta	508	musu	1295	buzu(ʔ)	1295	daʔw	932	dao	932	do-o	932	to`	932	əw=hà	2577	ao=ha	2577	ou=thɨ	2577	ao	2577	wu	2577	vo	2577	ao	2577	u̲.31	2577	ouhek	2577	tegɨ	389	aɣao	389	vanao	2577	wo:ro	389		-666	uza	2577	wunu=nɨ	2577	ozɨ	2577	waya	2577	raho	389	ro=chɨ	389	mɨra	389	pera	389	pe.5 ra.5	389	mrui=ne	389	nrui=ne	389	thiŋ=na	2695	saramrui	389	roi	389	nruai=na	389	vo	2577	waʔ	2577	gwa	2577	baza.1	2577	sa=va	2577	va=te	2577	va=te	2577	va=cha	2577	va.1 sa.1	2577	nẽma.1	389	ńam.1=ńa	389	nem.2=yɛ	389	hyu=ʒu	1295	hŋak	2695	ŋɔ̲ʔ.55	2695	ŋo̲ʔ.55	2695	mhɔʔ.55	2695	ŋhɔʔ.55	2695	ŋa̲ʔ.55	2695	ŋɔ̲ʔ.55	2695	v.55 zi.33	2577	v.31 ʒe.13	2577	ŋa.42 zɔ.44	2695	ŋɔ.44 õ.33	2695	hã.53	2695	ćha.55	1295	ca	1295	pɨ.31 ćiʔ.55	1295	[ʒ́e.241] ye.5	2577	wə	2577	[ʒ́e.35] wu.33	2577	guɛ.35 ći.35	2577	gue.13 ci.55	2577	pu.55 ci.53	2577	će.55 bźi.55	1295	ẓʒ́o vʒ́o	1295	vʒ́e vʒ́u	1295	ʒ́yɛ.33 mi.55	1295	giə.55 zɨ.55	2577	chɨ.55 chɨ.33	1295	xuai.55	2577	[bźe.33] xua.5	2577	ŋa.35 mɛ.33	2695	[kə] bjɔm	272
6	bird		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	wo:ro	2577		0		0		0		0		0	raho	2577		0		0		0		0	mrui=ne	2695	nrui=ne	2695		0		0		0	nruai=na	2695		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	guɛ.35 ći.35	1295	gue.13 ci.55	1295	pu.55 ci.53	1295		0		0		0		0		0		0		0		0		0		0
7	bite	dat=s 唑	514	yǎo 咬	2517	niau 2 咬	2517	ŋa6	2517	ka242	2285	ŋau1	2517	eŋ.33	2404	ʔa.33 ʔe.33deʔ.	2404	êŋ	2404	ʔe.44	2404	ʔɛɨ.11	2404	ʔei.33	2404	e.33	2404	a.11	2404	ʔei.33	2404	ʔe.33	2404	e.31	2404	twi.44 ʔɛ.22 t̯	2404	ka.3	2285	cuk	1152	săk.1	1562	ciŋ-	1152	ku=do-	2696	tua.2	2696		-666	rgjag	2174	ca.132	2174	nʒ́ɛʔ.53	2174	ndep	2319	wa wdi wʒjap	2319	dep. L1-	2319	phe. LR-	431	chaʔ.55	2174	ŋam	1614	krayk.B-	698		-666	kɛn.H-	698	ka:t=nɨ	698	haʔmaʔ, -haʔr-/	2592	khen-/khess- ;	698	ci-	1152	tie.1	2696	thu.1	2696	ŋot	2697	ke	2285	gam	2240	àsɨ	1562	ńam	624	gam	2240	gam	2240	che	1152		-666	gam	2240	sik=ha-	1562	thaʔ	2696	oʔd, oʔr	431	wai	431	cika	1152		-666		-666	ʒei	1221		-666	tāk-	2696		-666	kak	2174	cat	1361	kə.31 wa.55	431	chik	1152	nka	2174	miki	2285	kha=makei	2285	eŋkak	2174		-666	mɨ=ka	2174		-666	aŋu	2517	ŋo	2517		-666		-666	mɨche	2285	meki	2285	ta.1	2696		-666	ŋki, meki	2285	maki	2285	make	2285	nkei	2285	kai	2285	kor	2592	ʒəc-	1152	ʒik-	1152	kəi.1	2285	šeh	1562	seh	1562	se	1562	pet	402	pet.3	402	cxi.-ba.3	1152	khra.1-	831	ci.3-	1152	thaŋ-	2696	kuik	2449		-666	ŋat.21	2697	pan.31	15	pan.31	15	pɛ̃.31	15	ŋa:t.31	2697	thər.55	2696	tha.13	2696	thə.55	2696	ŋa.42	2697	chuɔr.53	1361	khe.55 o.31	2285	khɛ	2285	ŋa:p.55	4012	χbe.33	431	ʒi=ʒi	1614	khə.55 ßâ.53	431	xə.13 xqua.13	431		-666	a.33 nʒe.55	1614	ŋɦua.55	431		-666	ṣćhɛ	1152	χə.55 χa.33	431	mi.31 nthæ.35	1152	mi.33 cã.55 d	1152		-666	ne.33 c̣ɨ.53	1152	ćhi.53	1152	[khɔ] mtʃik ka	1152
7	bite		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	reʔ-	721		0		0		0	rek	721	rek	721		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	chek	1152		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
8	black	s-mə̄k 黑	98	xēi 黑	98	xei 11 黑	98	xɨ6	98	u55	4549	u1	4549	ʔa.11 phreŋ.55	1973	ṭi.42 pãʔ.53	1973	lụ̀	1973	lṿu.11	1973	lṿu.11	1973	ḍʒaʔ.53	1131	lø̣ə.11	1973	lɔ̣.11	1973	ʔa.11 ṣuŋ.35	1237	ʔəthu.44	512	a.31 tθu̲.55	1237	laʔ.53 laʔ.53	1973	lan.3 ka.1	1973	a-nók	529	ka.3 im.2	2119	rokh	2698	achõ	1133	a.1 ɦiɛ.2	1178	esai	1178	nag po	529	na.13 ko.33	529	na.13 naʔ.55	529	naχ kwo	529	nok ko	529	nak. L1=po. L1	529	nak=pu. LF	529	plɛ:.13 kan.55	2699	ćhaŋ lu	1133	kyet.A	2699	gu=gur=pa	4425	kekem. L	2699	kulɨm NPL	-1	mak	98	maik	98	da=ka	512	maŋ.4	162	ma.1	162	ye-gyaŋ	2699	yo-roŋ	2698	ya=ka	2699	ʒì	1131	yake	2699	keya	2699	ka:=yaŋ	2699	ka=ya	2699	ya=kə	2699	kaya	2699	giu	4425	mu-mo	98	səm	1237	gusum	1237	gi-sim	1237	aka	2699	əńak	529	ńak=bu	529	ńak=pɨ	529	nakɨ=bu	529	ańak	529	ańak	529	nunak	529	tša̲ŋ.33	1133	amuba	98	keche	1131	cɨ=boi	1131	kachik	1131	ńika	2402	akmo	98	ańa	529	mɨrak	529	tanak	529	tenak	529	katei	1131	kecɨ	1131	kɨtɨ	1131	kati	1131	ti.5	1131	teitik	1131	katikbe	1131	katikbu	1131	teg	1131	kachitpa	1131	miumei	98	ik	2699	gal-, gaw-	4425	cik	1131	mol.1	99	dum	512	nak	529	ha:ŋ	2699	vawm	2119	vom.2	2119	mlõ.1	1973	mlaŋ.2	1973	mlɛŋ.1	1973	mhyam=mɔ	2119	nak	529	nɔʔ.31	529	noʔ.21	529	lɔk.55	529	nɔʔ.55	529	naʔ.31	529	nɔ:ʔ.31	529	na.31	529	na.31	529	a.44 na.42 la.4	529	no.42	529	na.53 a.31	529	naŋ.55	529	na	529	na:ʔ.55	529	ńi.55 ńi.31	1482	ńiq	1482	ńi.55 ńi.33	1482	ńɛ.35 mə.53	529	ńa.13	529	ńe.55 ńe.55	529	ńe.55 ńe.33	529	ńa ńa	529	[ga] ńa	529	hĩ.33 biɛ.33 b	1482	nɛ.55 nqhɛr.55	529	ńi.33 qa.33 ẓ	1482	nua.55	529	de.33 nua.53	529	na.53	529	snak ca	529
8	black		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	akni	2402		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	vom	2119		0	dum	512		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
9	blood	su̯hī=t 血	2017	śuè 血	2017	śye 12 血	2017	sua6	2017	xaik23	2017	xiat5	2017	swi.33	2017	ṭwĩʔ.53	2017	θwî	2017	ʃwi.11	2017	swi.11	2017	ṭwiʔ.53	2017	si.44	2017	ćui.11	2017	ṣwei.33	2017	ṭwĩʔ.53	2017	a.31 θui.31	2017	ʔetwiʔ.53	2017	mie.2	4530	vi	2017	a.3 rui.2	2017	pʷlāc	4417	ha	2017	hue.2	2017	ephoai	2017	khrag	2618	ćha.52	2618	ćhâʔ.53	2618	ćhaχ	2618	cśhak	2618		-666		-666	ceʔ.53	2618	ji	2017		-666	hi	2017		-666	hi:	2017	ma:k=hi	2017	ha-ri	2017	hi=ti	2017	xa.3 ruai.4	2017	i.1 ru.1	2017	atyi	2017	i-yi	2017	i, i-ye	2017	àyi, hiʒiŋ	2017	i:	2017	ui	2017	u yi:	2017	ɨ	2017	o:i	2017	ni	2017	iš=šə	2017	žai	2017	təʔj	2017	thi	2017	an=ci	2017	sí	2017	ì	2017	i	2017	i	2017	si, siŋou	2017	ahai	2017	he	2017	aʒi, aʒi	2017	sai.31	2017	i	2017	azi	2017	aži	2017	aši	2017	echẽn	1210	azɨ	2017	aši	2017	thi=yi	2017	ayi	2017	si	2017	oži	2017	eži	2017	uza, thɨza	2017	teza	2017	the.3 zie.1	2017	zai	2017	hezai	2017	tazai	2017	ayei	2017	aʒi	2017	ʒei	2017	vi	2017	wəjʔ, wi	2017	hyu	2017	ʒi:h.2	2017	thi	2017	thi=sen	2017	thi=sen	2017	thi=sian	2017	si.1	2017	ko.2	2699	ka.2	2699	kɛ.1	2699		-666	swe:	2017	sa.35	2017	sui.21	2017	sui.31	2017	sui.31	2017	sui.35	2017	sui.55	2017	sa.33	2017	se.55	2017	ʃi.44	2017	śyi.31	2017	sui.55 BUR	-1	śɨ.33	2017	сłer	2017	śɨi.55	2017	sa.33	2017	sa	2017	sa.53	2017	se.35	2017	sa.13	2017	sai.53	2017	si.55	2017	she	2017	she	2017	sɛ.55	2017	sɛ.33	2017	cɨ.53	2017	ṣo.55	2017	ṣu.35	2017	sɨ.31	2017	[tɔ] ʃi	2017
10	bone	kūt 骨	2248	gǔ=tou 骨śY	2248	ku 2 tou 12 骨śY	2248	kua6 tɨ7	2248	kouk23	2248	gut5 teu2	2248	ʔa.11 cut.11	4512	khwĩʔ.53	703	shwị̀	703	ʃhwe.55	703	ʃhwi.11	703	tʃweiʔ.53	703	khwi.44	703	krui.55	703	khwei.55	703	xi.44	703	a.31 xɨ̲i.55	703	xi.22	703	lu.1 ka.1	1857	a-krăt	703	śiŋ.1 rak.1	672	hāröŋ	672	skit	2248		-666	azeŋ	1637	rus pa	703	rü.13 pə.55	703	zö.13 pa.53	703	rə pa	703	rə pä	703	ru:. L1=ba. L1	703	rok. LR	703	ru.35 ko.53	703	khaŋ	672	ruš.A	703	tupri	703	solu.H	703	sa:lu	703	yɛʔl	703	säkkoʔwa	703	hara	637	rɨ.3 boŋ.2	703		-666	aloŋ	1857	a-loŋ	1857	aloŋ	1857	àló	1857	alo	1857		-666	loŋ poŋ	1857	alo	1857		-666	alo	1857	erbye	1857	lyaŋ	1857	be=zeʔŋ, be=geŋ	672	begereŋ	672	greŋ	672	kiŋ-ʒuŋ	672	wán	672	wan	672	vaŋ	672	luo	1857		-666	ara	637	hora	637	n.33 ʒa.33	637	šaru	703	arhu	703	ašoɣo	703	ara	703	o:rɨ	703	arɨ	703	rɨ	703	ro=reaŋ	703	terat	703	terat	703	ore	703	eru	703		-666	ru	703	u.1 ru.5	703	pera	703	pera	703	parah	703	raɣau	703	taru	703	rou	703	repi	703	hrus	703	hyu	703	ruhs	703	ruh	84	ruh	84	ru	84	guh	84	guʔ.3	84	xri.3=ba	703	pot.1	229	na.1=ṭi	703	shu=ru	703	a.rui:	703		-666	ʃŏ.21 vui.21	703	a.31 ẓau.31	703	a.31 ẓau.31	703	ʃă.35 u.31	703	ʃŏ.55 jou.33	703	so.33 lo.33	703	ṣa.33 ŋv.13	703	ʃɔ.44 ɣɨ.44	703	[xo.31] ʔua.44	4017	jrɨ.55	703	śa.33 la.33 kho	4018	šərer	703	a:ŋ.55 rɨ.55	703		-666	ər pac̣	703	ćhue.55 rə.53	703	ẓa.55 qa.13	4015		-666	xə.55 ẓə.55, c	4015	ʃə.55 rə.55	703		-666	rə ra	703	ćɨ.55 ər.33	703	ṣa.55 qa.55	4015	wü.55 wü.55	703		-666	ər.33 khuo.53	703	v.31 kɨ.35 EE	703	ʃǟ̑ rə	703
11	breast	noʔ 乳	593	rǔ=fáŋ 乳房	593		-666	pa2 [LB *po]	-2		0		0		-666		-666		-666		-666		-666		-666		-666		-666		-666		-666	ny.31 thi.55	593		-666	man.4	4531	nyen	573	ćin.1 mphauŋ.4	418	nŭnī	593	ńuŋ	593	a.1 niɛ.3	593	ńiyaw	593	nu ma	593	o.13 ma.55 EE	593	ńâ.55 ńâʔ.5	573	nə ma	593	nə mä	593	ṭhaŋ. L1	1998	num. LR	593	jɔ.13	4021	nu	593	kucu.B	1666	cu	1666	cünbren. L	1666	dɨdhɨ-kwam	2701	nu	593	nua	593	tumta	951	ńi.1 kha.3 bi.	593	ńo.1 bi.2	593	ańuŋ	593	a-ńun	593	an-yuk	593	ańíŋ	593	aco	1666		-666	a ću	1666	uchi	1666	acu	1666	achu	1666	aphu	418		-666	abu	2670	abo	2670	cel	2700	nú	593	təm	951	tɨm	951	ama	60	sɨn	2700	pauŋ	418	tankhu	4291	cham	1503	tšu̲ʔ.55	1666	khom	2701	ńu=ʒu	593	akiche	2700	naror	593	širo (GEM)	4023	atɨnɨ	593	mama	60	niu	593	mama	60	mama	60	one	593	enu	593		-666	nu	593	(u.1) nu.5	593		-666	mituŋ	1121	tana	593	tana	593	atu	1121	nou	593	mok	4019	ʔoh	4021	dut NPL	-1	nwĩ.2	593	hnu-te:	593	hnuk	593	a:wm	2701	awm=pheŋ	2701	no:i.1	573	ŋxe	573	kut.1=to	1121	ŋye.3	573	homã	4531	nui.	593	nuk.55	593	nau.55	593	nau.35 c̣u.35	593	ńɔn.35	593	nau.35	593	nou.55	593	ə.55 po.31	2670	ńu.31 bi.33	593	mɛ.44 po.42	2670	[na.35] pho.42	2670	nɨ.55 nɨ.31 jɔ.	4020	a.31 ćhu.55	1666	nuŋ	593	nu:ŋ.55	593	ńy.55 ńy.55	593	pa pa	2670	nɨ.33 nö.53	593	ńõ.35	593	niãu.13 po.13	593	nu.53	593	ŋi.55 nɛ.55	593	nu nu	593	łhə	4022	ńu.55 ńu.33	593	ńy.33 ńy.55	593	ni.55 ni.55	593	ńo.55 ńo.55	593	ʒ̣æ.33 ńü.53	593		-666	[tə] nu  TIB	-1
11	breast		0	nǎi 奶	573		0		0	neiŋ52	573	nen4 gu1	573		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	ne:=ne:	573		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
12	burn tr.	sŋeu 燒	2494	shāo 燒	2494	sau 11 燒	2494	ca.42 [Xiandao c̣ap?]	-4	siu55	2494	seu1 fo3	2494	kho.55	2656	b̄o.44 kəla.33	1818	sə̄u	1170	cụ.22 kại.22	1170	cụ.11	1170	ḍʒuʔ.53 kæʔ.5	1170	ʃho.11	1189	i.11 shɨ.55	1189	shu.55 mi.44	1189	d̄wɛʔ.53 ʔu.44	1086	me̲.31 u̲.55 ɔ.	4499	d̄we.22 t̯a.44	1086	ta.1	480	făn	47	gri.2	699	poŋ-	47		-666		-666		-666	ãbar	442	par.13 EE	442	mba.35	442	mbar	442	par	442		-666		-666	par .35	442	der	1086	khi-ca	4406	khi-ma	4406	hannä	2609	hɨt=nɨ	2609	ha:mmaʔ, -ha:nd	2609	hiʔma	2609	ti-	2702	xraɨ.4	699		-666	lam-ńot ?	-666	uk	2003		-666	par	442	gu	2656		-666		-666		-666	go	2656		-666		-666		-666		-666	sao	1170	so-a	1170		-666	cák	1294	wok	2003	ʒak	1294	chik=ti-	1294	achak	1294	thak	1294	van=suŋ, šun	1170	wut.31	2609	chak	1294	rola	699	piti	2702	chui	1170	ro:ŋ	674	co	1170	tachu	1170	atak	480	aroŋ	674	ruŋ	674	deiwo	1086		-666		-666	rewa	699	the.1	1170	ru	699	ru	699	ntoh	1170	ro	699	karau	699	maikau	2656	mekecho	1170	dolh	1086		-666	hip.2	454	ha:l	2656		-666		-666	hal	2656	ha:l.1	2656	khrõ=ba:.2	674		-666		-666		-666	mi: hrui	699		-666	mut.21	2609	xum.55	454	c̣ap.35	4341	tɛʔ.31	480	ta̲:p.55	4341	khɨ.55	2656	ka.13	2656	phu.42	47	kha.42	2656	mrə̃r.53	674	di.31 gɨŋ.31	1086	whəR	2656	re:l.55	2656		-666	dɛ wu	1086	tə.55 c̣y.53	1170	ba.55	442		-666		-666	mbɛr.13 zo.55	442		-666	[bə] rjɛ	1294	nga.31	2494	luo.31 nʒæ.35	1294	lə.35	1818		-666	de.33 bær.53	442	cə.33 to.35	1294	[kə] nɔt	600
12	burn tr.		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	con-	1170		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	pa=to	442		0		0		0		0		0		0		0	mi	84		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0	petu=wa	2702		0		0	tei	2702		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0
